ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2023-02-04,6044.908106618822,-64.87231732329117,12377.493664555785,6044.908106618822,6044.908106618822,55.78277211796232,55.78277211796232,55.78277211796232,55.78277211796232,55.78277211796232,55.78277211796232,0.0,0.0,0.0,6100.690878736784
2023-02-05,6044.174256701099,126.66584595302895,12815.933588478447,6044.174256701099,6044.174256701099,642.0742215631171,642.0742215631171,642.0742215631171,642.0742215631171,642.0742215631171,642.0742215631171,0.0,0.0,0.0,6686.248478264216
2023-02-06,6043.440406783374,-461.4587218406465,12104.552200081025,6043.440406783374,6043.440406783374,-83.11677715021985,-83.11677715021985,-83.11677715021985,-83.11677715021985,-83.11677715021985,-83.11677715021985,0.0,0.0,0.0,5960.323629633154
2023-02-07,6042.70655686565,-1148.6351135598209,11515.359938837328,6042.70655686565,6042.70655686565,-604.245951052824,-604.245951052824,-604.245951052824,-604.245951052824,-604.245951052824,-604.245951052824,0.0,0.0,0.0,5438.460605812826
2023-02-08,6041.972706947927,53.79322380122104,12370.42746296011,6041.972706947927,6041.972706947927,-199.951114210883,-199.951114210883,-199.951114210883,-199.951114210883,-199.951114210883,-199.951114210883,0.0,0.0,0.0,5842.021592737044
2023-02-09,6041.238857030203,-206.92117137884716,12250.773275390013,6041.238857030203,6041.238857030203,42.126849768316816,42.126849768316816,42.126849768316816,42.126849768316816,42.126849768316816,42.126849768316816,0.0,0.0,0.0,6083.36570679852
2023-02-11,6039.771157194755,-41.158584128704454,12043.24699342365,6039.771157194755,6039.771157194755,55.782772118170044,55.782772118170044,55.782772118170044,55.782772118170044,55.782772118170044,55.782772118170044,0.0,0.0,0.0,6095.553929312925
2023-02-13,6038.303458428664,-701.9905461463192,12382.713927178178,6038.303458428664,6038.303458428664,-83.11677715063524,-83.11677715063524,-83.11677715063524,-83.11677715063524,-83.11677715063524,-83.11677715063524,0.0,0.0,0.0,5955.186681278029
2023-02-14,6037.569609045619,-353.7920686790729,11533.944146293337,6037.569609045619,6037.569609045619,-604.2459510552666,-604.2459510552666,-604.2459510552666,-604.2459510552666,-604.2459510552666,-604.2459510552666,0.0,0.0,0.0,5433.323657990352
2023-02-15,6036.835759662574,-372.3346319204109,11939.20899270697,6036.835759662574,6036.835759662574,-199.95111420921734,-199.95111420921734,-199.95111420921734,-199.95111420921734,-199.95111420921734,-199.95111420921734,0.0,0.0,0.0,5836.884645453357
2023-02-17,6035.368060896483,-194.36998609808253,12580.143991922723,6035.368060896483,6035.368060896483,147.32999896292472,147.32999896292472,147.32999896292472,147.32999896292472,147.32999896292472,147.32999896292472,0.0,0.0,0.0,6182.698059859408
2023-02-20,6033.166512747347,-265.39309653574594,12006.954389688466,6033.166512747347,6033.166512747347,-83.11677715105071,-83.11677715105071,-83.11677715105071,-83.11677715105071,-83.11677715105071,-83.11677715105071,0.0,0.0,0.0,5950.049735596296
2023-02-21,6032.432663364302,-989.1280501407531,11430.114845647606,6032.432663364302,6032.432663364302,-604.2459510545433,-604.2459510545433,-604.2459510545433,-604.2459510545433,-604.2459510545433,-604.2459510545433,0.0,0.0,0.0,5428.186712309759
2023-02-22,6031.6988139812565,-283.7020944735895,12055.00817511944,6031.6988139812565,6031.6988139812565,-199.95111420951116,-199.95111420951116,-199.95111420951116,-199.95111420951116,-199.95111420951116,-199.95111420951116,0.0,0.0,0.0,5831.747699771746
